DTPinMap,version=2.1:platform=Jaguar:toprow=-1:leftcol=-1:rightcol=-1	Pin Map

	Group Name	Pin Name	Type	Comment
	SOC_DOM1_SIN	d1_mdq26		# pin function:  soc_dom1_sin038
	SOC_DOM1_SIN	d1_mdq27		# pin function:  soc_dom1_sin039
	SOC_DOM1_SIN	d1_mdq28		# pin function:  soc_dom1_sin040
	SOC_DOM1_SIN	d1_mdq29		# pin function:  soc_dom1_sin041
	SOC_DOM1_SIN	d1_mdq30		# pin function:  soc_dom1_sin042
	SOC_DOM1_SIN	d1_mdq31		# pin function:  soc_dom1_sin043
	SOC_DOM1_SIN	d1_mdq32		# pin function:  soc_dom1_sin044
	SOC_DOM1_SIN	d1_mdq33		# pin function:  soc_dom1_sin045
	SOC_DOM1_SIN	d1_mdq34		# pin function:  soc_dom1_sin046
	SOC_DOM1_SIN	d1_mdq35		# pin function:  soc_dom1_sin047
	SOC_DOM1_SIN	d1_mdq36		# pin function:  soc_dom1_sin048
	SOC_DOM1_SIN	d1_mdq37		# pin function:  soc_dom1_sin049
	SOC_DOM1_SIN	d1_mdq38		# pin function:  soc_dom1_sin050
	SOC_DOM1_SIN	d1_mdq39		# pin function:  soc_dom1_sin051
	SOC_DOM1_SIN	d1_mdq40		# pin function:  soc_dom1_sin052
	SOC_DOM1_SIN	d1_mdq41		# pin function:  soc_dom1_sin053
	SOC_DOM1_SIN	d1_mdq42		# pin function:  soc_dom1_sin054
	SOC_DOM1_SIN	d1_mdq43		# pin function:  soc_dom1_sin055
	SOC_DOM1_SIN	d1_mdq44		# pin function:  soc_dom1_sin056
	SOC_DOM1_SIN	d1_mdq45		# pin function:  soc_dom1_sin057
	SOC_DOM1_SIN	d1_mdq46		# pin function:  soc_dom1_sin058
	SOC_DOM1_SIN	d1_mdq47		# pin function:  soc_dom1_sin059
	SOC_DOM1_SIN	d1_mdq48		# pin function:  soc_dom1_sin060
	SOC_DOM1_SIN	d1_mdq49		# pin function:  soc_dom1_sin061
	SOC_DOM1_SIN	d1_mdq50		# pin function:  soc_dom1_sin062
	SOC_DOM1_SIN	d1_mdq51		# pin function:  soc_dom1_sin063
	SOC_DOM1_SIN	d1_mdq52		# pin function:  soc_dom1_sin064
	SOC_DOM1_SIN	d1_mdq53		# pin function:  soc_dom1_sin065
	SOC_DOM1_SIN	d1_mdq54		# pin function:  soc_dom1_sin066
	SOC_DOM1_SIN	d1_mdq55		# pin function:  soc_dom1_sin067
	SOC_DOM1_SIN	d1_mdq56		# pin function:  soc_dom1_sin068
	SOC_DOM1_SIN	d1_mdq57		# pin function:  soc_dom1_sin069
	SOC_DOM1_SIN	d1_mdq58		# pin function:  soc_dom1_sin070
	SOC_DOM1_SIN	d1_mdq59		# pin function:  soc_dom1_sin071
	SOC_DOM1_SIN	d1_mdq60		# pin function:  soc_dom1_sin072
	SOC_DOM1_SIN	d1_mdq61		# pin function:  soc_dom1_sin073
	SOC_DOM1_SIN	d1_mdq62		# pin function:  soc_dom1_sin074
	SOC_DOM1_SIN	d1_mdq63		# pin function:  soc_dom1_sin075
	SOC_DOM1_SIN	d1_mecc0		# pin function:  soc_dom1_sin076
	SOC_DOM1_SIN	d1_mecc1		# pin function:  soc_dom1_sin077
	SOC_DOM1_SIN	d1_mecc2		# pin function:  soc_dom1_sin078
	SOC_DOM1_SIN	d1_mecc3		# pin function:  soc_dom1_sin079
	SOC_DOM1_SIN	d1_mecc4		# pin function:  soc_dom1_sin080
	SOC_DOM1_SIN	d1_mecc5		# pin function:  soc_dom1_sin081
	SOC_DOM1_SIN	d1_mecc6		# pin function:  soc_dom1_sin082
	SOC_DOM1_SIN	d1_mecc7		# pin function:  soc_dom1_sin083
	SOC_DOM1_SIN	d1_malert_b		# pin function:  soc_dom1_sin084
	SOC_DOM1_SIN	d1_mpar		# pin function:  soc_dom1_sin085
	SOC_DOM1_SIN	d1_ma17		# pin function:  soc_dom1_sin086
	SOC_DOM1_SIN	d1_mcas_b		# pin function:  soc_dom1_sin087
	SOC_DOM1_SIN	d1_mcs0_b		# pin function:  soc_dom1_sin088
	SOC_DOM1_SIN	d1_mcs1_b		# pin function:  soc_dom1_sin089
	SOC_DOM1_SIN	d1_mcs2_b		# pin function:  soc_dom1_sin090
	SOC_DOM1_SIN	d1_mcs3_b		# pin function:  soc_dom1_sin091
	SOC_DOM1_SIN	d1_mras_b		# pin function:  soc_dom1_sin092
	SOC_DOM1_SIN	d1_mwe_b		# pin function:  soc_dom1_sin093
	SOC_DOM1_SIN	d1_mba0		# pin function:  soc_dom1_sin094
	SOC_DOM1_SIN	d1_mba1		# pin function:  soc_dom1_sin095
	SOC_DOM1_SIN	d1_mbg0		# pin function:  soc_dom1_sin096
	SOC_DOM1_SIN	d1_ma08		# pin function:  soc_dom1_sin097
	SOC_DOM1_SIN	d1_ma09		# pin function:  soc_dom1_sin098
	SOC_DOM1_SIN	d1_ma10		# pin function:  soc_dom1_sin099
	SOC_DOM1_SIN	d1_ma11		# pin function:  soc_dom1_sin100
	SOC_DOM1_SIN	d1_ma12		# pin function:  soc_dom1_sin101
	SOC_DOM1_SIN	d1_ma13		# pin function:  soc_dom1_sin102
	SOC_DOM1_SIN	d1_mbg1		# pin function:  soc_dom1_sin103
	SOC_DOM1_SIN	d1_mact_b		# pin function:  soc_dom1_sin104
	SOC_DOM1_SIN	d1_ma00		# pin function:  soc_dom1_sin105
	SOC_DOM1_SIN	d1_ma01		# pin function:  soc_dom1_sin106
	SOC_DOM1_SIN	d1_ma02		# pin function:  soc_dom1_sin107
	SOC_DOM1_SIN	d1_ma03		# pin function:  soc_dom1_sin108
	SOC_DOM1_SIN	d1_ma04		# pin function:  soc_dom1_sin109
	SOC_DOM1_SIN	d1_ma05		# pin function:  soc_dom1_sin110
	SOC_DOM1_SIN	d1_ma06		# pin function:  soc_dom1_sin111
	SOC_DOM1_SIN	d1_ma07		# pin function:  soc_dom1_sin112
	SOC_DOM1_SIN	d1_mcke0		# pin function:  soc_dom1_sin113
	SOC_DOM1_SIN	d1_mcke1		# pin function:  soc_dom1_sin114
	SOC_DOM1_SIN	d1_mcke2		# pin function:  soc_dom1_sin115
	SOC_DOM1_SIN	d1_mcke3		# pin function:  soc_dom1_sin116
	SOC_DOM1_SIN	d1_modt0		# pin function:  soc_dom1_sin117
	SOC_DOM1_SIN	d1_modt1		# pin function:  soc_dom1_sin118
	SOC_DOM1_SIN	d1_modt2		# pin function:  soc_dom1_sin119
	SOC_DOM1_SIN	d1_modt3		# pin function:  soc_dom1_sin120
	SOC_DOM1_SIN	d2_mdq00		# pin function:  soc_dom1_sin121
	SOC_DOM1_SIN	d2_mdq01		# pin function:  soc_dom1_sin122
	SOC_DOM1_SIN	d2_mdq02		# pin function:  soc_dom1_sin123
	SOC_DOM1_SIN	d2_mdq03		# pin function:  soc_dom1_sin124
	SOC_DOM1_SIN	d2_mdq04		# pin function:  soc_dom1_sin125
	SOC_DOM1_SIN	d2_mdq05		# pin function:  soc_dom1_sin126
	SOC_DOM1_SIN	d2_mdq06		# pin function:  soc_dom1_sin127
	SOC_DOM1_SIN	d2_mdq07		# pin function:  soc_dom1_sin128
	SOC_DOM1_SIN	d2_mdq08		# pin function:  soc_dom1_sin129
	SOC_DOM1_SIN	d2_mdq09		# pin function:  soc_dom1_sin130
	SOC_DOM1_SIN	d2_mdq10		# pin function:  soc_dom1_sin131
	SOC_DOM1_SIN	d2_mdq11		# pin function:  soc_dom1_sin132
	SOC_DOM1_SIN	d2_mdq12		# pin function:  soc_dom1_sin133
	SOC_DOM1_SIN	d2_mdq13		# pin function:  soc_dom1_sin134
	SOC_DOM1_SIN	d2_mdq14		# pin function:  soc_dom1_sin135
	SOC_DOM1_SIN	d2_mdq15		# pin function:  soc_dom1_sin136
	SOC_DOM1_SIN	d2_mdq16		# pin function:  soc_dom1_sin137
	SOC_DOM1_SIN	d2_mdq17		# pin function:  soc_dom1_sin138
	SOC_DOM1_SIN	d2_mdq18		# pin function:  soc_dom1_sin139
	SOC_DOM1_SIN	d2_mdq19		# pin function:  soc_dom1_sin140
	SOC_DOM1_SIN	d2_mdq20		# pin function:  soc_dom1_sin141
	SOC_DOM1_SIN	d2_mdq21		# pin function:  soc_dom1_sin142
	SOC_DOM1_SIN	d2_mdq22		# pin function:  soc_dom1_sin143
	SOC_DOM1_SIN	d2_mdq23		# pin function:  soc_dom1_sin144
	SOC_DOM1_SIN	d2_mdq24		# pin function:  soc_dom1_sin145
	SOC_DOM1_SIN	d2_mdq25		# pin function:  soc_dom1_sin146
	SOC_DOM1_SIN	d2_mdq26		# pin function:  soc_dom1_sin147
	SOC_DOM1_SIN	d2_mdq27		# pin function:  soc_dom1_sin148
	SOC_DOM1_SIN	d2_mdq28		# pin function:  soc_dom1_sin149
	SOC_DOM1_SIN	d2_mdq29		# pin function:  soc_dom1_sin150
	SOC_DOM1_SIN	d2_mdq30		# pin function:  soc_dom1_sin151
	SOC_DOM1_SIN	d2_mdq31		# pin function:  soc_dom1_sin152
	SOC_DOM1_SIN	d2_mdq32		# pin function:  soc_dom1_sin153
	SOC_DOM1_SIN	d2_mdq33		# pin function:  soc_dom1_sin154
	SOC_DOM1_SIN	d2_mdq34		# pin function:  soc_dom1_sin155
	SOC_DOM1_SIN	d2_mdq35		# pin function:  soc_dom1_sin156
	SOC_DOM1_SIN	d2_mdq36		# pin function:  soc_dom1_sin157
	SOC_DOM1_SIN	d2_mdq37		# pin function:  soc_dom1_sin158
	SOC_DOM1_SIN	d2_mdq38		# pin function:  soc_dom1_sin159
	SOC_DOM1_SIN	d2_mdq39		# pin function:  soc_dom1_sin160
	SOC_DOM1_SIN	d2_mdq40		# pin function:  soc_dom1_sin161
	SOC_DOM1_SIN	d2_mdq41		# pin function:  soc_dom1_sin162
	SOC_DOM1_SIN	d2_mdq42		# pin function:  soc_dom1_sin163
	SOC_DOM1_SIN	d2_mdq43		# pin function:  soc_dom1_sin164
	SOC_DOM1_SIN	d2_mdq44		# pin function:  soc_dom1_sin165
	SOC_DOM1_SIN	d2_mdq45		# pin function:  soc_dom1_sin166
	SOC_DOM1_SIN	d2_mdq46		# pin function:  soc_dom1_sin167
	SOC_DOM1_SIN	d2_mdq47		# pin function:  soc_dom1_sin168
	SOC_DOM1_SIN	d2_mdq48		# pin function:  soc_dom1_sin169
	SOC_DOM1_SIN	d2_mdq49		# pin function:  soc_dom1_sin170
	SOC_DOM1_SIN	d2_mdq50		# pin function:  soc_dom1_sin171
	SOC_DOM1_SIN	d2_mdq51		# pin function:  soc_dom1_sin172
	SOC_DOM1_SIN	d2_mdq52		# pin function:  soc_dom1_sin173
	SOC_DOM1_SIN	d2_mdq53		# pin function:  soc_dom1_sin174
	SOC_DOM1_SIN	d2_mdq54		# pin function:  soc_dom1_sin175
	SOC_DOM1_SIN	d2_mdq55		# pin function:  soc_dom1_sin176
	SOC_DOM1_SIN	d2_mdq56		# pin function:  soc_dom1_sin177
	SOC_DOM1_SIN	d2_mdq57		# pin function:  soc_dom1_sin178
	SOC_DOM1_SIN	d2_mdq58		# pin function:  soc_dom1_sin179
	SOC_DOM1_SIN	d2_mdq59		# pin function:  soc_dom1_sin180
	SOC_DOM1_SIN	d2_mdq60		# pin function:  soc_dom1_sin181
	SOC_DOM1_SIN	d2_mdq61		# pin function:  soc_dom1_sin182
	SOC_DOM1_SIN	d2_mdq62		# pin function:  soc_dom1_sin183
	SOC_DOM1_SIN	d2_mdq63		# pin function:  soc_dom1_sin184
	SOC_DOM1_SIN	d2_mecc0		# pin function:  soc_dom1_sin185
	SOC_DOM1_SIN	d2_mecc1		# pin function:  soc_dom1_sin186
	SOC_DOM1_SIN	d2_mecc2		# pin function:  soc_dom1_sin187
	SOC_DOM1_SIN	d2_mecc3		# pin function:  soc_dom1_sin188
	SOC_DOM1_SIN	d2_mecc4		# pin function:  soc_dom1_sin189
	SOC_DOM1_SIN	d2_mecc5		# pin function:  soc_dom1_sin190
	SOC_DOM1_SIN	d2_mecc6		# pin function:  soc_dom1_sin191
	SOC_DOM1_SIN	d2_mecc7		# pin function:  soc_dom1_sin192
	SOC_DOM1_SIN	d2_malert_b		# pin function:  soc_dom1_sin193
	SOC_DOM1_SIN	d2_mpar		# pin function:  soc_dom1_sin194
	SOC_DOM1_SIN	d2_ma17		# pin function:  soc_dom1_sin195
	SOC_DOM1_SIN	d2_mcas_b		# pin function:  soc_dom1_sin196
	SOC_DOM1_SIN	d2_mcs0_b		# pin function:  soc_dom1_sin197
	SOC_DOM1_SIN	d2_mcs1_b		# pin function:  soc_dom1_sin198
	SOC_DOM1_SIN	d2_mcs2_b		# pin function:  soc_dom1_sin199
	SOC_DOM1_SIN	d2_mcs3_b		# pin function:  soc_dom1_sin200
	SOC_DOM1_SIN	d2_mras_b		# pin function:  soc_dom1_sin201
	SOC_DOM1_SIN	d2_mwe_b		# pin function:  soc_dom1_sin202
	SOC_DOM1_SIN	d2_mba0		# pin function:  soc_dom1_sin203
	SOC_DOM1_SIN	d2_mba1		# pin function:  soc_dom1_sin204
	SOC_DOM1_SIN	d2_mbg0		# pin function:  soc_dom1_sin205
	SOC_DOM1_SIN	d2_ma08		# pin function:  soc_dom1_sin206
	SOC_DOM1_SIN	d2_ma09		# pin function:  soc_dom1_sin207
	SOC_DOM1_SIN	d2_ma10		# pin function:  soc_dom1_sin208
	SOC_DOM1_SIN	d2_ma11		# pin function:  soc_dom1_sin209
	SOC_DOM1_SIN	d2_ma12		# pin function:  soc_dom1_sin210
	SOC_DOM1_SIN	d2_ma13		# pin function:  soc_dom1_sin211
	SOC_DOM1_SIN	d2_mbg1		# pin function:  soc_dom1_sin212
	SOC_DOM1_SOUT	tdo	I/O	# pin function:  soc_dom1_sout000
	SOC_DOM1_SOUT	d1_mdqs09_n		# pin function:  soc_dom1_sout001
	SOC_DOM1_SOUT	d1_mdqs10_n		# pin function:  soc_dom1_sout002
	SOC_DOM1_SOUT	d1_mdqs11_n		# pin function:  soc_dom1_sout003
	SOC_DOM1_SOUT	d1_mdqs12_n		# pin function:  soc_dom1_sout004
	SOC_DOM1_SOUT	d1_mdqs13_p		# pin function:  soc_dom1_sout005
	SOC_DOM1_SOUT	d1_mdqs13_n		# pin function:  soc_dom1_sout006
	SOC_DOM1_SOUT	d1_mdqs14_p		# pin function:  soc_dom1_sout007
	SOC_DOM1_SOUT	d1_mdqs14_n		# pin function:  soc_dom1_sout008
	SOC_DOM1_SOUT	d1_mdqs15_p		# pin function:  soc_dom1_sout009
	SOC_DOM1_SOUT	d1_mdqs15_n		# pin function:  soc_dom1_sout010
	SOC_DOM1_SOUT	d1_mdqs16_p		# pin function:  soc_dom1_sout011
	SOC_DOM1_SOUT	d1_mdqs16_n		# pin function:  soc_dom1_sout012
	SOC_DOM1_SOUT	d1_mdqs17_n		# pin function:  soc_dom1_sout013
	SOC_DOM1_SOUT	d1_mdqs09_p		# pin function:  soc_dom1_sout014
	SOC_DOM1_SOUT	d1_mdqs10_p		# pin function:  soc_dom1_sout015
	SOC_DOM1_SOUT	d1_mdqs11_p		# pin function:  soc_dom1_sout016
	SOC_DOM1_SOUT	d1_mdqs12_p		# pin function:  soc_dom1_sout017
	SOC_DOM1_SOUT	d1_mdqs17_p		# pin function:  soc_dom1_sout018
	SOC_DOM1_SOUT	d1_mdqs00_p		# pin function:  soc_dom1_sout019
	SOC_DOM1_SOUT	d1_mdqs00_n		# pin function:  soc_dom1_sout020
	SOC_DOM1_SOUT	d1_mdqs01_p		# pin function:  soc_dom1_sout021
	SOC_DOM1_SOUT	d1_mdqs01_n		# pin function:  soc_dom1_sout022
	SOC_DOM1_SOUT	d1_mdqs02_p		# pin function:  soc_dom1_sout023
	SOC_DOM1_SOUT	d1_mdqs02_n		# pin function:  soc_dom1_sout024
	SOC_DOM1_SOUT	d1_mdqs03_p		# pin function:  soc_dom1_sout025
	SOC_DOM1_SOUT	d1_mdqs03_n		# pin function:  soc_dom1_sout026
	SOC_DOM1_SOUT	d1_mdqs04_p		# pin function:  soc_dom1_sout027
	SOC_DOM1_SOUT	d1_mdqs04_n		# pin function:  soc_dom1_sout028
	SOC_DOM1_SOUT	d1_mdqs05_p		# pin function:  soc_dom1_sout029
	SOC_DOM1_SOUT	d1_mdqs05_n		# pin function:  soc_dom1_sout030
	SOC_DOM1_SOUT	d1_mdqs06_p		# pin function:  soc_dom1_sout031
	SOC_DOM1_SOUT	d1_mdqs06_n		# pin function:  soc_dom1_sout032
	SOC_DOM1_SOUT	d1_mdqs07_p		# pin function:  soc_dom1_sout033
	SOC_DOM1_SOUT	d1_mdqs07_n		# pin function:  soc_dom1_sout034
	SOC_DOM1_SOUT	d1_mdqs08_p		# pin function:  soc_dom1_sout035
	SOC_DOM1_SOUT	d1_mdqs08_n		# pin function:  soc_dom1_sout036
	SOC_DOM1_SOUT	d1_mck0_p		# pin function:  soc_dom1_sout037
	SOC_DOM1_SOUT	d1_mck0_n		# pin function:  soc_dom1_sout038
	SOC_DOM1_SOUT	d1_mck1_p		# pin function:  soc_dom1_sout039
	SOC_DOM1_SOUT	d1_mck1_n		# pin function:  soc_dom1_sout040
	SOC_DOM1_SOUT	d1_mck2_p		# pin function:  soc_dom1_sout041
	SOC_DOM1_SOUT	d1_mck2_n		# pin function:  soc_dom1_sout042
	SOC_DOM1_SOUT	d1_mck3_p		# pin function:  soc_dom1_sout043
	SOC_DOM1_SOUT	d1_mck3_n		# pin function:  soc_dom1_sout044
	SOC_DOM1_SOUT	d2_mdqs09_n		# pin function:  soc_dom1_sout045
	SOC_DOM1_SOUT	d2_mdqs10_n		# pin function:  soc_dom1_sout046
	SOC_DOM1_SOUT	d2_mdqs11_n		# pin function:  soc_dom1_sout047
	SOC_DOM1_SOUT	d2_mdqs12_n		# pin function:  soc_dom1_sout048
	SOC_DOM1_SOUT	d2_mdqs13_p		# pin function:  soc_dom1_sout049
	SOC_DOM1_SOUT	d2_mdqs13_n		# pin function:  soc_dom1_sout050
	SOC_DOM1_SOUT	d2_mdqs14_p		# pin function:  soc_dom1_sout051
	SOC_DOM1_SOUT	d2_mdqs14_n		# pin function:  soc_dom1_sout052
	SOC_DOM1_SOUT	d2_mdqs15_p		# pin function:  soc_dom1_sout053
	SOC_DOM1_SOUT	d2_mdqs15_n		# pin function:  soc_dom1_sout054
	SOC_DOM1_SOUT	d2_mdqs16_p		# pin function:  soc_dom1_sout055
	SOC_DOM1_SOUT	d2_mdqs16_n		# pin function:  soc_dom1_sout056
	SOC_DOM1_SOUT	d2_mdqs17_n		# pin function:  soc_dom1_sout057
	SOC_DOM1_SOUT	d2_mdqs09_p		# pin function:  soc_dom1_sout058
	SOC_DOM1_SOUT	d2_mdqs10_p		# pin function:  soc_dom1_sout059
	SOC_DOM1_SOUT	d2_mdqs11_p		# pin function:  soc_dom1_sout060
	SOC_DOM1_SOUT	d2_mdqs12_p		# pin function:  soc_dom1_sout061
	SOC_DOM1_SOUT	d2_mdqs17_p		# pin function:  soc_dom1_sout062
	SOC_DOM1_SOUT	d2_mdqs00_p		# pin function:  soc_dom1_sout063
	SOC_DOM1_SOUT	d2_mdqs00_n		# pin function:  soc_dom1_sout064
	SOC_DOM1_SOUT	d2_mdqs01_p		# pin function:  soc_dom1_sout065
	SOC_DOM1_SOUT	d2_mdqs01_n		# pin function:  soc_dom1_sout066
	SOC_DOM1_SOUT	d2_mdqs02_p		# pin function:  soc_dom1_sout067
	SOC_DOM1_SOUT	d2_mdqs02_n		# pin function:  soc_dom1_sout068
	SOC_DOM1_SOUT	d2_mdqs03_p		# pin function:  soc_dom1_sout069
	SOC_DOM1_SOUT	d2_mdqs03_n		# pin function:  soc_dom1_sout070
	SOC_DOM1_SOUT	d2_mdqs04_p		# pin function:  soc_dom1_sout071
	SOC_DOM1_SOUT	d2_mdqs04_n		# pin function:  soc_dom1_sout072
	SOC_DOM1_SOUT	d2_mdqs05_p		# pin function:  soc_dom1_sout073
	SOC_DOM1_SOUT	d2_mdqs05_n		# pin function:  soc_dom1_sout074
	SOC_DOM1_SOUT	d2_mdqs06_p		# pin function:  soc_dom1_sout075
	SOC_DOM1_SOUT	d2_mdqs06_n		# pin function:  soc_dom1_sout076
	SOC_DOM1_SOUT	d2_mdqs07_p		# pin function:  soc_dom1_sout077
	SOC_DOM1_SOUT	d2_mdqs07_n		# pin function:  soc_dom1_sout078
	SOC_DOM1_SOUT	d2_mdqs08_p		# pin function:  soc_dom1_sout079
	SOC_DOM1_SOUT	d2_mdqs08_n		# pin function:  soc_dom1_sout080
	SOC_DOM1_SOUT	d2_mck0_p		# pin function:  soc_dom1_sout081
	SOC_DOM1_SOUT	d2_mck0_n		# pin function:  soc_dom1_sout082
	SOC_DOM1_SOUT	d2_mck1_p		# pin function:  soc_dom1_sout083
	SOC_DOM1_SOUT	d2_mck1_n		# pin function:  soc_dom1_sout084
	SOC_DOM1_SOUT	d2_mck2_p		# pin function:  soc_dom1_sout085
	SOC_DOM1_SOUT	d2_mck2_n		# pin function:  soc_dom1_sout086
	SOC_DOM1_SOUT	d2_mck3_p		# pin function:  soc_dom1_sout087
	SOC_DOM1_SOUT	d2_mck3_n		# pin function:  soc_dom1_sout088
	SOC_DOM1_SOUT	d3_mdqs0_p		# pin function:  soc_dom1_sout089
	SOC_DOM1_SOUT	d3_mdqs0_n		# pin function:  soc_dom1_sout090
	SOC_DOM1_SOUT	d3_mdqs1_p		# pin function:  soc_dom1_sout091
	SOC_DOM1_SOUT	d3_mdqs1_n		# pin function:  soc_dom1_sout092
	SOC_DOM1_SOUT	d3_mdqs2_p		# pin function:  soc_dom1_sout093
	SOC_DOM1_SOUT	d3_mdqs2_n		# pin function:  soc_dom1_sout094
	SOC_DOM1_SOUT	d3_mdqs3_p		# pin function:  soc_dom1_sout095
	SOC_DOM1_SOUT	d3_mdqs3_n		# pin function:  soc_dom1_sout096
	SOC_DOM1_SOUT	d3_mdqs8_p		# pin function:  soc_dom1_sout097
	SOC_DOM1_SOUT	d3_mdqs8_n		# pin function:  soc_dom1_sout098
	SOC_DOM1_SOUT	d3_mck0_p		# pin function:  soc_dom1_sout099
	SOC_DOM1_SOUT	d3_mck0_n		# pin function:  soc_dom1_sout100
	SOC_DOM1_SOUT	d3_mck1_p		# pin function:  soc_dom1_sout101
	SOC_DOM1_SOUT	d3_mck1_n		# pin function:  soc_dom1_sout102
	SOC_DOM1_SOUT	d2_ma00		# pin function:  soc_dom1_sout305
	SOC_DOM1_SOUT	d2_ma01		# pin function:  soc_dom1_sout306
	SOC_DOM1_SOUT	d2_ma02		# pin function:  soc_dom1_sout307
	SOC_DOM1_SOUT	d2_ma03		# pin function:  soc_dom1_sout308
	SOC_DOM1_SOUT	d2_ma04		# pin function:  soc_dom1_sout309
	SOC_DOM1_SOUT	d2_ma05		# pin function:  soc_dom1_sout310
	SOC_DOM1_SOUT	d2_ma06		# pin function:  soc_dom1_sout311
	SOC_DOM1_SOUT	d2_ma07		# pin function:  soc_dom1_sout312
	SOC_DOM1_SOUT	d2_mcke0		# pin function:  soc_dom1_sout313
	SOC_DOM1_SOUT	d2_mcke1		# pin function:  soc_dom1_sout314
	SOC_DOM1_SOUT	d2_mcke2		# pin function:  soc_dom1_sout315
	SOC_DOM1_SOUT	d2_mcke3		# pin function:  soc_dom1_sout316
	SOC_DOM1_SOUT	d2_modt0		# pin function:  soc_dom1_sout317
	SOC_DOM1_SOUT	d2_modt1		# pin function:  soc_dom1_sout318
	SOC_DOM1_SOUT	d2_modt2		# pin function:  soc_dom1_sout319
	SOC_DOM1_SOUT	d2_modt3		# pin function:  soc_dom1_sout320
	SOC_DOM1_SOUT	ifc_ad07		# pin function:  soc_dom1_sout321
	SOC_DOM1_SOUT	ifc_ad06		# pin function:  soc_dom1_sout322
	SOC_DOM1_SOUT	ifc_ad05		# pin function:  soc_dom1_sout323
	SOC_DOM1_SOUT	ifc_ad04		# pin function:  soc_dom1_sout324
	SOC_DOM1_SOUT	ifc_ad03		# pin function:  soc_dom1_sout325
	SOC_DOM1_SOUT	ifc_ad02		# pin function:  soc_dom1_sout326
	SOC_DOM1_SOUT	ifc_ad01		# pin function:  soc_dom1_sout327
	SOC_DOM1_SOUT	ifc_ad00		# pin function:  soc_dom1_sout328
	SOC_DOM1_SOUT	ifc_ad15		# pin function:  soc_dom1_sout329
	SOC_DOM1_SOUT	ifc_ad14		# pin function:  soc_dom1_sout330
	SOC_DOM1_SOUT	ifc_ad13		# pin function:  soc_dom1_sout331
	SOC_DOM1_SOUT	ifc_ad12		# pin function:  soc_dom1_sout332
	SOC_DOM1_SOUT	ifc_ad11		# pin function:  soc_dom1_sout333
	SOC_DOM1_SOUT	ifc_ad10		# pin function:  soc_dom1_sout334
	SOC_DOM1_SOUT	ifc_ad09		# pin function:  soc_dom1_sout335
	SOC_DOM1_SOUT	ifc_ad08		# pin function:  soc_dom1_sout336
	SOC_DOM1_SOUT	ifc_a00		# pin function:  soc_dom1_sout337
	SOC_DOM1_SOUT	ifc_a01		# pin function:  soc_dom1_sout338
	SOC_DOM1_SOUT	ifc_a02		# pin function:  soc_dom1_sout339
	SOC_DOM1_SOUT	ifc_a03		# pin function:  soc_dom1_sout340
	SOC_DOM1_SOUT	ifc_a04		# pin function:  soc_dom1_sout341
	SOC_DOM1_SOUT	ifc_a05		# pin function:  soc_dom1_sout342
	SOC_DOM1_SOUT	ifc_a06		# pin function:  soc_dom1_sout343
	SOC_DOM1_SOUT	ifc_a07		# pin function:  soc_dom1_sout344
	SOC_DOM1_SOUT	ifc_a08		# pin function:  soc_dom1_sout345
	SOC_DOM1_SOUT	ifc_a09		# pin function:  soc_dom1_sout346
	SOC_DOM1_SOUT	ifc_a10		# pin function:  soc_dom1_sout347
	SOC_DOM1_SOUT	ifc_a11		# pin function:  soc_dom1_sout348
	SOC_DOM1_SOUT	ifc_par0		# pin function:  soc_dom1_sout349
	SOC_DOM1_SOUT	ifc_par1		# pin function:  soc_dom1_sout350
	SOC_DOM1_SOUT	ifc_cs0_b		# pin function:  soc_dom1_sout351
	SOC_DOM1_SOUT	ifc_cs1_b		# pin function:  soc_dom1_sout352
	SOC_DOM1_SOUT	ifc_cs2_b		# pin function:  soc_dom1_sout353
	SOC_DOM1_SOUT	ifc_cs3_b		# pin function:  soc_dom1_sout354
	SOC_DOM1_SOUT	ifc_we0_b		# pin function:  soc_dom1_sout355
	SOC_DOM1_SOUT	ifc_bctl		# pin function:  soc_dom1_sout356
	SOC_DOM1_SOUT	ifc_te		# pin function:  soc_dom1_sout357
	SOC_DOM1_SOUT	ifc_nddqs		# pin function:  soc_dom1_sout358
	SOC_DOM1_SOUT	ifc_ale		# pin function:  soc_dom1_sout359
	SOC_DOM1_SOUT	ifc_cle		# pin function:  soc_dom1_sout360
	SOC_DOM1_SOUT	ifc_oe_b		# pin function:  soc_dom1_sout361
	SOC_DOM1_SOUT	ifc_wp0_b		# pin function:  soc_dom1_sout362
	SOC_DOM1_SOUT	ifc_rb0_b		# pin function:  soc_dom1_sout363
	SOC_DOM1_SOUT	ifc_rb1_b		# pin function:  soc_dom1_sout364
	SOC_DOM1_SOUT	ifc_perr_b		# pin function:  soc_dom1_sout365
	SOC_DOM1_SOUT	ifc_clk1		# pin function:  soc_dom1_sout366
	SOC_DOM1_SOUT	ifc_clk0		# pin function:  soc_dom1_sout367
	SOC_DOM1_SOUT	ifc_ndwe_b		# pin function:  soc_dom1_sout368
	SOC_DOM1_SOUT	ifc_cs4_b		# pin function:  soc_dom1_sout369
	SOC_DOM1_SOUT	ifc_cs5_b		# pin function:  soc_dom1_sout370
	SOC_DOM1_SOUT	ifc_cs6_b		# pin function:  soc_dom1_sout371
	SOC_DOM1_SOUT	ifc_cs7_b		# pin function:  soc_dom1_sout372
